epoch,loss,accuracy,val_loss,val_accuracy
1,2.0824625492095947,0.17234262824058533,2.0749709606170654,0.1111111119389534
2,1.9438982009887695,0.23632611334323883,2.0790464878082275,0.1111111119389534
3,1.845822811126709,0.29308566451072693,2.146395206451416,0.1111111119389534
4,1.6920908689498901,0.34468525648117065,2.3730485439300537,0.1111111119389534
5,1.5651779174804688,0.3983488082885742,2.829209089279175,0.1111111119389534
6,1.464184284210205,0.45201238989830017,2.977921962738037,0.1111111119389534
7,1.4124623537063599,0.466460257768631,2.944653272628784,0.1111111119389534
8,1.3641029596328735,0.49948400259017944,3.098487615585327,0.1111111119389534
9,1.332958459854126,0.49432405829429626,3.1902101039886475,0.1111111119389534
